course_id,course_number,total_students,AP,A,AM,BP,B,BM,CP,C,CM,DP,D,DM,F,A_count,B_count,C_count,D_count,F_count,avg_gpa
CH 465,465,38,3,11,7,8,4,4,0,0,1,0,0,0,0,21,16,1,0,0,3.495
CH 466,466,49,3,12,7,11,12,3,0,1,0,0,0,0,0,22,26,1,0,0,3.435
CH 467,467,275,2,72,26,27,92,15,4,28,7,0,1,0,1,100,134,39,1,1,3.185
CH 468,468,90,1,14,23,14,19,9,5,4,1,0,0,0,0,38,42,10,0,0,3.264
CH 510,510,127,3,42,22,17,32,7,3,1,0,0,0,0,0,67,56,4,0,0,3.475
CH 520,520,83,6,31,14,19,12,1,0,0,0,0,0,0,0,51,32,0,0,0,3.629
CH 521,521,45,1,17,8,5,11,2,1,0,0,0,0,0,0,26,18,1,0,0,3.529
CH 531,531,115,11,23,29,17,28,2,0,3,1,0,0,0,1,63,47,4,0,1,3.448
CH 532,532,42,2,13,12,8,5,0,1,0,0,0,0,0,1,27,13,1,0,1,3.526
CH 533,533,36,2,11,10,7,6,0,0,0,0,0,0,0,0,23,13,0,0,0,3.614
CH 541,541,20,3,4,2,3,5,3,0,0,0,0,0,0,0,9,11,0,0,0,3.42
CH 545,545,8,0,2,4,1,1,0,0,0,0,0,0,0,0,6,2,0,0,0,3.638
CH 546,546,12,3,4,3,0,2,0,0,0,0,0,0,0,0,10,2,0,0,0,3.758
CH 547,547,51,4,19,6,7,11,0,1,2,0,0,1,0,0,29,18,3,1,0,3.482
CH 551,551,71,2,15,27,11,8,7,1,0,0,0,0,0,0,44,26,1,0,0,3.513
CH 552,552,33,3,9,5,9,3,4,0,0,0,0,0,0,0,17,16,0,0,0,3.515
CH 554,554,147,19,31,31,35,22,4,3,1,0,0,0,0,1,81,61,4,0,1,3.51
CH 610,610,442,68,174,78,48,48,13,3,9,0,0,1,0,0,320,109,12,1,0,3.665
CH 613,613,10,0,4,2,4,0,0,0,0,0,0,0,0,0,6,4,0,0,0,3.66
CH 662,662,51,0,29,4,1,17,0,0,0,0,0,0,0,0,33,18,0,0,0,3.629
CH 667,667,132,11,51,26,17,22,5,0,0,0,0,0,0,0,88,44,0,0,0,3.635
CH 668,668,73,8,35,27,1,2,0,0,0,0,0,0,0,0,70,3,0,0,0,3.852
CH 669,669,130,38,55,21,12,3,1,0,0,0,0,0,0,0,114,16,0,0,0,3.854
CH 670,670,70,11,33,14,12,0,0,0,0,0,0,0,0,0,58,12,0,0,0,3.82
CH 677M,677M,21,0,5,3,5,7,1,0,0,0,0,0,0,0,8,13,0,0,0,3.395
CH 678M,678M,10,1,2,3,2,2,0,0,0,0,0,0,0,0,6,4,0,0,0,3.57
CH 679M,679M,10,0,4,2,4,0,0,0,0,0,0,0,0,0,6,4,0,0,0,3.66
CH 681,681,101,1,9,18,22,19,22,6,2,1,0,0,1,0,28,63,9,1,0,3.127
CH 683,683,90,4,19,27,18,14,6,0,1,0,0,1,0,0,50,38,1,1,0,3.472
CH 690,690,95,17,49,11,14,4,0,0,0,0,0,0,0,0,77,18,0,0,0,3.82
CH 692,692,102,12,29,24,18,14,4,0,1,0,0,0,0,0,65,36,1,0,0,3.598
CH 693,693,86,10,28,23,5,15,3,0,1,0,0,0,0,1,61,23,1,0,1,3.59
CH 694,694,36,6,9,13,4,4,0,0,0,0,0,0,0,0,28,8,0,0,0,3.703
CHN 101,101,551,10,228,113,61,52,30,28,12,6,2,2,0,7,351,143,46,4,7,3.469
CHN 102,102,251,4,62,49,37,22,25,21,10,9,2,1,3,6,115,84,40,6,6,3.148
CHN 103,103,175,7,36,34,24,19,22,8,5,9,2,3,1,5,77,65,22,6,5,3.105
CHN 105,105,58,2,28,16,8,1,1,1,1,0,0,0,0,0,46,10,2,0,0,3.717
CHN 106,106,60,3,28,18,2,4,3,1,1,0,0,0,0,0,49,9,2,0,0,3.693
CHN 150,150,709,106,127,147,92,72,61,26,30,20,1,10,1,16,380,225,76,12,16,3.281
CHN 151,151,970,74,216,249,126,97,79,39,40,23,8,0,3,16,539,302,102,11,16,3.322
CHN 152,152,864,106,163,179,131,97,76,45,27,15,4,2,4,15,448,304,87,10,15,3.31
CHN 200M,200M,23,2,9,3,0,4,3,1,0,0,0,0,0,1,14,7,1,0,1,3.37
CHN 201,201,255,51,91,48,23,12,16,4,7,2,0,0,0,1,190,51,13,0,1,3.636
CHN 202,202,223,27,74,43,29,17,15,3,6,6,0,0,2,1,144,61,15,2,1,3.501
CHN 203,203,210,28,72,29,27,15,22,4,4,7,0,0,0,2,129,64,15,0,2,3.476
CHN 204,204,58,19,19,6,9,2,1,2,0,0,0,0,0,0,44,12,2,0,0,3.745
CHN 205,205,113,24,36,29,10,6,4,0,1,1,0,1,0,1,89,20,2,1,1,3.662
CHN 206,206,96,30,34,16,6,4,3,0,2,1,0,0,0,0,80,13,3,0,0,3.758
CHN 301,301,153,29,71,32,16,4,0,1,0,0,0,0,0,0,132,20,1,0,0,3.827
CHN 302,302,136,30,59,24,13,8,2,0,0,0,0,0,0,0,113,23,0,0,0,3.802
CHN 303,303,116,32,42,21,9,5,4,1,2,0,0,0,0,0,95,18,3,0,0,3.754
CHN 305,305,384,50,79,74,37,47,36,15,16,16,5,1,2,6,203,120,47,8,6,3.262
CHN 306,306,370,43,72,79,50,37,32,19,18,10,4,1,0,5,194,119,47,5,5,3.291
CHN 307,307,376,62,85,77,39,31,36,17,8,9,1,3,1,7,224,106,34,5,7,3.37
CHN 308,308,192,20,34,44,41,21,15,4,4,5,0,0,1,3,98,77,13,1,3,3.354
CHN 350,350,145,13,24,26,22,15,15,8,6,5,1,3,0,7,63,52,19,4,7,3.072
CHN 351,351,175,36,40,51,18,19,4,3,0,0,0,2,0,2,127,41,3,2,2,3.593
CHN 380,380,44,9,10,12,4,1,1,0,2,1,1,1,1,1,31,6,3,3,1,3.364
CHN 399,399,30,4,15,5,1,4,0,0,1,0,0,0,0,0,24,5,1,0,0,3.727
CHN 407,407,17,2,5,6,3,0,0,0,0,0,0,0,0,1,13,3,0,0,1,3.535
CHN 410,410,97,5,61,19,7,3,1,0,0,0,0,0,0,1,85,11,0,0,1,3.805
CHN 411,411,15,1,5,3,4,1,0,0,0,1,0,0,0,0,9,5,1,0,0,3.533
CHN 412,412,11,2,3,2,2,2,0,0,0,0,0,0,0,0,7,4,0,0,0,3.636
CHN 413,413,9,0,3,2,1,3,0,0,0,0,0,0,0,0,5,4,0,0,0,3.522
CHN 420,420,12,0,7,3,0,0,1,0,0,0,0,0,0,1,10,1,0,0,1,3.483
CHN 422,422,11,4,5,2,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,3.945
CHN 436,436,130,38,34,31,14,7,3,0,0,2,0,0,1,0,103,24,2,1,0,3.708
CHN 437,437,69,13,26,12,9,4,5,0,0,0,0,0,0,0,51,18,0,0,0,3.704
CHN 439,439,14,2,9,2,0,1,0,0,0,0,0,0,0,0,13,1,0,0,0,3.886
CHN 445,445,22,1,9,5,4,2,1,0,0,0,0,0,0,0,15,7,0,0,0,3.655
CHN 452,452,26,9,3,8,2,1,3,0,0,0,0,0,0,0,20,6,0,0,0,3.665
CHN 480,480,103,20,39,23,8,6,2,1,1,0,1,1,0,1,82,16,2,2,1,3.665
CHN 482,482,16,1,7,4,0,0,0,1,1,1,0,0,0,1,12,0,3,0,1,3.3
CINE 110M,110M,355,43,135,57,31,37,11,5,14,9,0,2,0,11,235,79,28,2,11,3.444
CINE 111,111,371,107,108,41,32,26,14,8,8,5,6,4,1,11,256,72,21,11,11,3.473
CINE 112,112,37,2,17,9,4,2,1,0,0,0,1,0,0,1,28,7,0,1,1,3.581
CINE 121,121,31,13,3,3,4,3,1,1,0,0,0,0,0,3,19,8,1,0,3,3.3
CINE 151M,151M,224,7,67,29,30,28,26,11,10,5,1,1,2,7,103,84,26,4,7,3.187
CINE 198,198,18,0,11,2,0,1,1,0,1,0,0,0,0,2,13,2,1,0,2,3.283
CINE 199,199,38,1,6,4,5,5,4,2,4,0,0,2,0,5,11,14,6,2,5,2.624
CINE 230,230,2192,1,919,425,246,217,194,63,48,33,7,5,7,27,1345,657,144,19,27,3.447
CINE 260M,260M,856,38,175,150,147,138,73,42,32,20,5,6,4,26,363,358,94,15,26,3.17
CINE 265,265,1354,107,549,173,108,188,55,24,54,30,10,21,5,30,829,351,108,36,30,3.386
CINE 266,266,1325,9,426,280,169,136,88,49,52,26,16,18,12,44,715,393,127,46,44,3.236
CINE 267,267,1280,101,407,202,184,149,83,43,39,17,6,12,4,33,710,416,99,22,33,3.349
CINE 268,268,371,17,126,82,44,32,23,10,6,4,1,1,3,22,225,99,20,5,22,3.302
CINE 270,270,436,18,165,119,62,39,17,5,7,1,1,0,0,2,302,118,13,1,2,3.597
CINE 303,303,27,3,10,7,3,1,1,1,1,0,0,0,0,0,20,5,2,0,0,3.622
CINE 320,320,380,33,90,103,56,42,33,7,8,4,0,1,0,3,226,131,19,1,3,3.455
CINE 330,330,39,0,9,18,9,2,1,0,0,0,0,0,0,0,27,12,0,0,0,3.615
CINE 335,335,124,5,56,22,12,16,4,1,4,0,0,1,0,3,83,32,5,1,3,3.509
CINE 340,340,208,0,51,66,46,20,10,4,4,3,2,1,0,1,117,76,11,3,1,3.427
CINE 345,345,133,11,37,30,28,15,3,4,1,0,0,1,1,2,78,46,5,2,2,3.469
CINE 350,350,133,8,37,29,17,16,12,9,5,0,0,0,0,0,74,45,14,0,0,3.417
CINE 360,360,232,0,90,63,34,21,12,4,0,0,1,0,1,6,153,67,4,2,6,3.5
CINE 362M,362M,81,6,21,23,19,4,4,2,1,0,0,0,0,1,50,27,3,0,1,3.521
CINE 365,365,258,10,73,79,49,23,14,4,0,0,0,0,2,4,162,86,4,2,4,3.502
CINE 370,370,27,0,12,9,1,2,0,3,0,0,0,0,0,0,21,3,3,0,0,3.611
CINE 381M,381M,526,37,198,120,72,32,22,9,8,4,2,3,0,19,355,126,21,5,19,3.472
CINE 399,399,1860,60,562,483,301,188,110,54,40,18,5,3,3,33,1105,599,112,11,33,3.428
CINE 404,404,22,4,8,5,1,3,0,0,0,1,0,0,0,0,17,4,1,0,0,3.659
CINE 408,408,391,40,153,87,38,29,17,11,8,3,0,1,1,3,280,84,22,2,3,3.581
CINE 410,410,752,24,295,160,99,76,39,16,15,6,0,4,1,17,479,214,37,5,17,3.47
CINE 411M,411M,165,4,46,57,24,17,4,5,1,2,1,0,2,2,107,45,8,3,2,3.464
CINE 415,415,12,2,2,0,2,3,2,1,0,0,0,0,0,0,4,7,1,0,0,3.275
CINE 420,420,65,0,13,16,12,11,9,1,1,2,0,0,0,0,29,32,4,0,0,3.32
CINE 425,425,227,1,29,72,68,34,17,5,0,1,0,0,0,0,102,119,6,0,0,3.4
CINE 426,426,56,17,29,2,8,0,0,0,0,0,0,0,0,0,48,8,0,0,0,3.889
CINE 430,430,30,5,22,2,1,0,0,0,0,0,0,0,0,0,29,1,0,0,0,3.957
CINE 440,440,479,27,179,119,61,40,16,15,5,5,3,0,1,8,325,117,25,4,8,3.521
CINE 470,470,19,2,5,5,2,3,2,0,0,0,0,0,0,0,12,7,0,0,0,3.553
CINE 490,490,432,34,199,76,42,29,19,10,3,3,1,1,2,13,309,90,16,4,13,3.537
CIT 281,281,649,194,217,54,29,104,16,5,10,8,0,1,0,11,465,149,23,1,11,3.607
CIT 381,381,601,92,242,103,57,40,35,13,10,5,2,0,1,1,437,132,28,3,1,3.63
CIT 382,382,564,80,244,72,58,46,23,12,18,6,0,1,0,4,396,127,36,1,4,3.597
CIT 383,383,556,108,291,59,38,34,10,6,5,5,0,0,0,0,458,82,16,0,0,3.779
CLAS 110,110,3712,131,801,565,390,519,376,219,240,159,52,66,46,148,1497,1285,618,164,148,2.99
CLAS 111,111,25,1,0,5,1,4,7,0,2,2,0,0,0,3,6,12,4,0,3,2.564
CLAS 188,188,201,16,53,17,11,37,12,8,17,10,3,3,3,11,86,60,35,9,11,2.97
CLAS 199,199,11,0,2,0,1,1,3,1,2,0,0,0,0,1,2,5,3,0,1,2.609
CLAS 201,201,1028,34,113,124,136,174,124,79,71,48,12,31,7,75,271,434,198,50,75,2.733
CLAS 202,202,815,20,178,140,94,155,63,42,40,24,9,11,2,37,338,312,106,22,37,3.064
CLAS 301,301,300,7,77,40,29,56,31,15,18,5,1,3,2,16,124,116,38,6,16,3.054
CLAS 302,302,385,8,34,32,41,66,60,38,34,24,1,10,0,37,74,167,96,11,37,2.569
CLAS 303,303,192,1,18,22,32,29,29,18,15,9,0,5,1,13,41,90,42,6,13,2.712
CLAS 310,310,130,3,17,15,12,24,17,4,10,4,2,4,3,15,35,53,18,9,15,2.598
CLAS 311,311,172,12,30,37,22,10,27,11,7,2,4,2,4,4,79,59,20,10,4,3.099
CLAS 314,314,334,26,58,55,46,30,43,28,11,11,10,4,1,11,139,119,50,15,11,3.054
CLAS 330,330,96,8,26,10,7,11,6,4,6,7,2,1,0,8,44,24,17,3,8,2.938
CLAS 407,407,33,0,7,3,6,4,3,1,1,3,0,1,0,4,10,13,5,1,4,2.709
COLT 101,101,786,62,263,98,89,118,38,27,33,26,3,7,2,20,423,245,86,12,20,3.305
COLT 102,102,886,43,371,95,69,131,41,28,37,7,7,6,4,47,509,241,72,17,47,3.281
COLT 103,103,843,57,297,159,99,97,38,18,27,15,3,4,1,28,513,234,60,8,28,3.386
COLT 211,211,1928,301,476,379,280,189,107,48,43,31,6,11,8,49,1156,576,122,25,49,3.404
COLT 212,212,1487,204,397,322,209,111,89,38,36,21,11,9,5,35,923,409,95,25,35,3.416
COLT 231,231,482,21,129,92,57,78,32,20,17,9,4,3,1,19,242,167,46,8,19,3.222
COLT 232,232,1402,110,310,220,162,202,95,57,81,37,16,23,13,76,640,459,175,52,76,3.067
COLT 301,301,455,32,152,90,54,65,16,12,14,0,5,2,0,13,274,135,26,7,13,3.405
COLT 302,302,104,20,56,20,1,5,0,0,0,1,0,0,0,1,96,6,1,0,1,3.827
COLT 303,303,136,9,45,22,15,11,7,4,2,3,1,4,2,11,76,33,9,7,11,3.116
COLT 304,304,24,7,10,3,1,3,0,0,0,0,0,0,0,0,20,4,0,0,0,3.808
COLT 305,305,261,25,81,51,30,29,16,11,1,4,1,1,0,11,157,75,16,2,11,3.365
COLT 360,360,2197,203,683,358,247,283,124,80,64,50,9,9,13,74,1244,654,194,31,74,3.32
COLT 370,370,555,34,184,87,73,63,44,23,14,14,1,4,1,13,305,180,51,6,13,3.339
COLT 380,380,1327,166,596,165,207,98,34,4,13,5,1,13,6,19,927,339,22,20,19,3.609
COLT 390,390,23,2,14,0,4,1,0,2,0,0,0,0,0,0,16,5,2,0,0,3.687
COLT 415,415,77,18,28,11,10,4,3,1,0,0,0,0,0,2,57,17,1,0,2,3.638
COLT 450,450,113,17,58,13,8,9,5,0,0,0,0,0,0,3,88,22,0,0,3,3.673
COLT 461,461,10,0,4,0,2,2,1,0,1,0,0,0,0,0,4,5,1,0,0,3.33
COLT 470,470,13,2,6,1,0,1,1,1,1,0,0,0,0,0,9,2,2,0,0,3.515
COLT 616,616,19,3,14,2,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,3.968
CPSY 410,410,507,122,166,84,40,47,15,10,9,4,2,0,0,8,372,102,23,2,8,3.603
CPSY 417,417,159,49,58,24,6,8,7,1,4,0,0,0,0,2,131,21,5,0,2,3.709
CPSY 609,609,12,5,7,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,4.0
CPSY 610,610,64,24,34,5,1,0,0,0,0,0,0,0,0,0,63,1,0,0,0,3.966
CPSY 614,614,201,40,109,34,8,6,4,0,0,0,0,0,0,0,183,18,0,0,0,3.866
CPSY 615,615,33,0,26,5,0,2,0,0,0,0,0,0,0,0,31,2,0,0,0,3.894
CPSY 617,617,156,62,76,10,3,5,0,0,0,0,0,0,0,0,148,8,0,0,0,3.935
CPSY 618,618,35,4,30,1,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,3.991
CPSY 621,621,258,128,103,20,3,4,0,0,0,0,0,0,0,0,251,7,0,0,0,3.953
CPSY 625,625,47,17,18,9,1,1,0,0,0,1,0,0,0,0,44,2,1,0,0,3.857
CPSY 635,635,28,16,8,2,0,1,1,0,0,0,0,0,0,0,26,2,0,0,0,3.896
CPSY 642,642,213,69,91,23,13,10,6,0,0,0,0,1,0,0,183,29,0,1,0,3.827
CPSY 643,643,21,7,11,1,0,1,1,0,0,0,0,0,0,0,19,2,0,0,0,3.876
CPSY 645,645,72,8,26,18,7,11,2,0,0,0,0,0,0,0,52,20,0,0,0,3.668
CRES 101,101,867,208,202,169,66,54,44,22,22,22,3,7,10,38,579,164,66,20,38,3.361
CRES 351,351,60,1,29,13,7,6,0,1,0,0,0,0,1,2,43,13,1,1,2,3.537
CRES 399,399,16,1,9,3,1,1,0,0,0,0,0,0,0,1,13,2,0,0,1,3.588
CRES 410,410,131,9,53,17,9,22,5,3,1,2,0,0,0,10,79,36,6,0,10,3.301
CRES 415,415,203,59,49,29,18,16,5,8,3,4,0,1,0,11,137,39,15,1,11,3.411
CRES 430,430,61,8,17,14,4,7,6,1,1,0,0,0,0,3,39,17,2,0,3,3.385
CRES 435,435,181,17,67,45,16,27,2,2,3,0,0,0,0,2,129,45,5,0,2,3.604
CRES 445,445,214,19,93,32,16,22,11,8,7,1,0,2,0,3,144,49,16,2,3,3.509
CRES 610,610,152,8,62,53,14,11,4,0,0,0,0,0,0,0,123,29,0,0,0,3.724
CRES 612,612,123,18,43,24,14,16,4,3,0,1,0,0,0,0,85,34,4,0,0,3.629
CRES 613,613,117,8,26,30,28,18,5,1,1,0,0,0,0,0,64,51,2,0,0,3.515
CRES 614,614,106,4,32,24,25,17,3,1,0,0,0,0,0,0,60,45,1,0,0,3.554
CRES 615,615,24,0,7,10,7,0,0,0,0,0,0,0,0,0,17,7,0,0,0,3.671
CRES 616,616,85,7,24,13,13,17,6,2,2,0,0,0,0,1,44,36,4,0,1,3.421
CRES 617,617,37,0,12,19,6,0,0,0,0,0,0,0,0,0,31,6,0,0,0,3.732
CRES 618,618,99,8,17,25,26,17,1,0,4,1,0,0,0,0,50,44,5,0,0,3.452
CRES 621,621,15,0,6,5,1,1,2,0,0,0,0,0,0,0,11,4,0,0,0,3.613
CRES 625,625,138,2,54,28,26,24,2,1,1,0,0,0,0,0,84,52,2,0,0,3.588
CRES 631,631,44,18,10,8,6,2,0,0,0,0,0,0,0,0,36,8,0,0,0,3.805
CRES 632,632,99,6,42,14,15,14,7,0,1,0,0,0,0,0,62,36,1,0,0,3.598
CRES 660,660,9,1,4,1,1,2,0,0,0,0,0,0,0,0,6,3,0,0,0,3.667
CRES 670,670,25,0,9,3,10,1,1,0,0,0,0,0,0,1,12,12,0,0,1,3.432
CRWR 199,199,12,2,1,2,0,2,3,0,0,1,1,0,0,0,5,5,1,1,0,3.042
CRWR 225,225,353,52,132,82,36,21,22,1,0,0,0,2,0,5,266,79,1,2,5,3.64
CRWR 230,230,1846,272,585,504,194,103,69,24,16,18,3,4,1,53,1361,366,58,8,53,3.551
CRWR 235,235,53,9,16,14,10,1,1,0,2,0,0,0,0,0,39,12,2,0,0,3.67
CRWR 240,240,1892,314,477,385,236,159,145,46,27,36,4,13,5,45,1176,540,109,22,45,3.424
CRWR 244,244,83,6,23,17,7,12,7,4,2,1,1,0,1,2,46,26,7,2,2,3.299
CRWR 245,245,34,1,7,7,6,6,7,0,0,0,0,0,0,0,15,19,0,0,0,3.371
CRWR 330,330,460,66,163,88,62,49,16,4,4,1,0,0,0,7,317,127,9,0,7,3.598
CRWR 335,335,31,10,10,2,3,1,2,0,0,0,0,0,0,3,22,6,0,0,3,3.41
CRWR 336,336,99,9,31,27,7,8,7,2,1,4,0,0,1,2,67,22,7,1,2,3.434
CRWR 340,340,533,89,205,98,56,42,26,7,2,3,0,2,0,3,392,124,12,2,3,3.653
CRWR 345,345,42,3,12,9,11,4,2,0,0,0,0,0,0,1,24,17,0,0,1,3.5
CRWR 407,407,78,16,23,22,7,4,2,0,0,0,0,1,0,3,61,13,0,1,3,3.576
CRWR 413,413,54,3,15,17,10,6,0,2,0,0,0,0,1,0,35,16,2,1,0,3.541
CRWR 414,414,27,2,7,10,2,2,3,0,0,0,0,0,0,1,19,7,0,0,1,3.47
CRWR 417,417,21,6,4,2,3,2,4,0,0,0,0,0,0,0,12,9,0,0,0,3.529
CRWR 418,418,11,4,1,3,1,0,1,0,0,0,1,0,0,0,8,2,0,1,0,3.491
CRWR 419,419,11,4,1,2,1,0,2,0,0,0,0,0,0,1,7,3,0,0,1,3.282
CRWR 435,435,242,32,81,51,40,26,4,3,2,2,1,0,0,0,164,70,7,1,0,3.624
CRWR 445,445,263,25,95,69,28,31,11,1,0,0,0,0,0,3,189,70,1,0,3,3.622
CRWR 607,607,10,2,2,4,2,0,0,0,0,0,0,0,0,0,8,2,0,0,0,3.74
CS 102,102,945,309,193,160,77,54,61,23,17,19,2,5,5,20,662,192,59,12,20,3.504
CS 105,105,59,36,10,3,1,3,2,1,0,0,0,0,0,3,49,6,1,0,3,3.646
CS 110,110,4885,575,1436,583,379,708,343,178,291,121,36,55,24,156,2594,1430,590,115,156,3.238
CS 111,111,3997,511,942,440,273,641,256,163,329,118,25,75,17,207,1893,1170,610,117,207,3.079
CS 115,115,173,25,24,22,14,24,21,11,10,5,6,4,0,7,71,59,26,10,7,2.994
CS 122,122,3797,356,1137,433,301,467,243,138,256,112,32,84,40,198,1926,1011,506,156,198,3.107
CS 199,199,309,81,105,33,25,30,11,5,8,1,0,2,1,7,219,66,14,3,7,3.561
CS 210,210,2736,246,467,203,258,404,281,178,231,138,42,85,30,173,916,943,547,157,173,2.811
CS 211,211,1960,100,592,147,162,302,185,51,216,60,5,62,3,75,839,649,327,70,75,3.048
CS 212,212,1832,184,370,200,215,218,207,81,87,68,34,42,23,103,754,640,236,99,103,2.978
CS 313,313,1332,66,221,197,180,207,159,99,105,44,15,9,3,27,484,546,248,27,27,3.051
CS 314,314,1382,102,384,219,195,162,116,50,47,38,1,13,6,49,705,473,135,20,49,3.248
CS 315,315,1177,62,223,132,132,205,141,87,78,51,10,13,9,34,417,478,216,32,34,3.003
CS 322,322,490,69,94,48,45,46,55,27,31,19,9,13,12,22,211,146,77,34,22,2.968
CS 330,330,1184,152,199,120,139,154,100,74,84,46,15,17,7,77,471,393,204,39,77,2.953
CS 333,333,169,5,30,45,21,21,23,13,4,2,1,0,0,4,80,65,19,1,4,3.216
CS 399,399,472,93,114,49,41,53,32,13,24,19,2,10,3,19,256,126,56,15,19,3.21
CS 410,410,783,78,340,129,88,70,24,14,16,11,2,0,4,7,547,182,41,6,7,3.58
CS 413,413,116,14,28,13,17,16,11,1,6,3,0,2,0,5,55,44,10,2,5,3.201
CS 415,415,962,36,143,95,114,169,125,84,84,57,12,13,6,24,274,408,225,31,24,2.889
CS 420,420,114,5,35,8,15,17,14,6,5,4,0,3,0,2,48,46,15,3,2,3.171
CS 422,422,900,46,159,171,157,158,80,55,41,11,0,7,0,15,376,395,107,7,15,3.217
CS 423,423,53,11,18,8,2,7,4,0,2,1,0,0,0,0,37,13,3,0,0,3.579
CS 425,425,1026,48,122,91,141,169,87,71,99,89,1,60,5,43,261,397,259,66,43,2.73
CS 427,427,21,0,3,2,8,5,2,0,0,1,0,0,0,0,5,15,1,0,0,3.233
CS 429,429,49,3,14,11,7,7,1,1,3,0,0,2,0,0,28,15,4,2,0,3.384
CS 431,431,59,0,11,8,9,10,8,3,4,4,0,0,0,2,19,27,11,0,2,2.993
CS 432,432,221,6,18,29,29,42,30,22,13,11,4,2,3,12,53,101,46,9,12,2.763
CS 433,433,316,6,64,106,82,36,14,2,2,0,1,1,0,2,176,132,4,2,2,3.479
CS 436,436,58,1,15,14,10,5,7,1,2,2,0,0,0,1,30,22,5,0,1,3.317
CS 441,441,157,22,72,12,17,15,1,3,5,3,0,1,0,6,106,33,11,1,6,3.485
CS 443,443,126,8,13,20,19,18,16,13,9,4,0,3,0,3,41,53,26,3,3,2.981
CS 445,445,32,2,4,3,4,1,6,4,2,0,1,0,0,5,9,11,6,1,5,2.562
CS 451,451,378,15,190,51,41,45,15,12,4,1,0,3,0,1,256,101,17,3,1,3.597
CS 452,452,17,0,9,3,2,3,0,0,0,0,0,0,0,0,12,5,0,0,0,3.688
CS 453,453,67,4,27,14,15,3,0,2,0,0,1,1,0,0,45,18,2,2,0,3.6
CS 454,454,19,2,13,2,0,1,0,0,1,0,0,0,0,0,17,1,1,0,0,3.811
CS 471,471,346,4,93,72,77,45,26,12,4,3,2,5,1,2,169,148,19,8,2,3.36
CS 472,472,298,26,64,52,41,50,21,12,11,6,2,1,0,12,142,112,29,3,12,3.214
CS 473,473,66,1,10,5,11,10,9,7,3,5,1,0,0,4,16,30,15,1,4,2.803
CS 490,490,27,0,5,6,10,6,0,0,0,0,0,0,0,0,11,16,0,0,0,3.452
CS 510,510,52,12,15,13,4,3,3,0,2,0,0,0,0,0,40,10,2,0,0,3.662
CS 513,513,9,3,1,1,1,2,1,0,0,0,0,0,0,0,5,4,0,0,0,3.522
CS 531,531,25,3,10,4,3,1,2,1,0,0,0,0,0,1,17,6,1,0,1,3.496
CS 532,532,12,3,2,1,2,3,0,1,0,0,0,0,0,0,6,5,1,0,0,3.467
CS 533,533,29,1,10,12,5,0,0,0,0,0,0,0,0,1,23,5,0,0,1,3.617
CS 541,541,11,4,3,1,1,1,0,0,0,0,0,1,0,0,8,2,0,1,0,3.545
CS 551,551,31,1,16,2,4,4,0,3,0,0,0,0,0,1,19,8,3,0,1,3.468
CS 561,561,16,2,7,2,0,5,0,0,0,0,0,0,0,0,11,5,0,0,0,3.65
CS 571,571,99,5,32,20,19,11,5,3,1,1,0,0,0,2,57,35,5,0,2,3.453
CS 572,572,137,22,44,21,15,19,8,0,4,0,0,0,1,3,87,42,4,1,3,3.493
CS 573,573,25,1,6,6,3,4,3,0,2,0,0,0,0,0,13,10,2,0,0,3.368
CS 607,607,12,0,6,1,1,0,1,0,1,0,0,0,0,2,7,2,1,0,2,2.975
CS 610,610,25,2,13,4,1,4,0,0,0,1,0,0,0,0,19,5,1,0,0,3.672
CS 621,621,178,17,64,32,24,18,15,3,2,1,0,1,0,1,113,57,6,1,1,3.538
CS 624,624,91,33,39,7,2,7,2,0,0,1,0,0,0,0,79,11,1,0,0,3.831
CS 630,630,119,7,21,24,17,17,24,2,2,1,0,2,1,1,52,58,5,3,1,3.241
CS 631,631,62,4,15,12,11,14,2,0,2,1,0,1,0,0,31,27,3,1,0,3.4
CS 632,632,10,2,1,1,3,0,0,0,2,0,0,0,0,1,4,3,2,0,1,2.96
CS 650,650,27,14,7,6,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,3.933
CS 670,670,114,2,51,28,12,10,5,0,1,0,0,0,0,5,81,27,1,0,5,3.515
DAN 171,171,20,5,14,0,1,0,0,0,0,0,0,0,0,0,19,1,0,0,0,3.965
DAN 241,241,84,11,31,16,3,8,2,3,4,3,0,1,1,1,58,13,10,2,1,3.431
DAN 251,251,2405,194,882,509,275,256,80,49,60,23,6,17,5,49,1585,611,132,28,49,3.484
DAN 252,252,44,9,20,3,3,5,3,0,0,1,0,0,0,0,32,11,1,0,0,3.677
DAN 255,255,146,44,49,31,7,6,6,0,1,1,0,0,0,1,124,19,2,0,1,3.751
DAN 256,256,26,4,8,2,3,6,0,0,3,0,0,0,0,0,14,9,3,0,0,3.435
DAN 258,258,69,13,31,12,2,2,2,1,3,1,0,1,0,1,56,6,5,1,1,3.614
DAN 260,260,953,60,325,59,47,221,49,31,82,31,1,15,4,28,444,317,144,20,28,3.165
DAN 271,271,12,5,6,0,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0,3.917
